# Report

name | result
     mov eax, dword ptr [eax]
     shr eax, 6
     and eax, 3
     test eax, eax
     jne L_48
-    mov eax, dword ptr [0x6c6e60]
+    mov eax, dword ptr [0x6c6bb8]
     shr eax, 4
     and eax, 1
     test eax, eax
     je L_49
 L_48:
-    fld dword ptr [0x46ac50]
+    fld dword ptr [0x46ac78]
     fstp dword ptr [ebp - 0x1a4]
-    fld dword ptr [0x46ac38]
+    fld dword ptr [0x46ac60]
     fstp dword ptr [ebp - 0x1a0]
     fldz 
     fstp dword ptr [ebp - 0x19c]
     lea esi, [ebp - 0x1a4]
     lea edi, [ebp - 0x84]
     movsd dword ptr es:[edi], dword ptr [esi]
     movsd dword ptr es:[edi], dword ptr [esi]
     movsd dword ptr es:[edi], dword ptr [esi]
-    push dword ptr [0x69bcb4]
-    push 0x46ac68
+    push dword ptr [0x69bbc4]
+    push 0x46ac90
     lea eax, [ebp - 0x84]
     push eax
-    push 0x47b900
+    push 0x47b960
     call th06::AsciiManager::AddFormatText
     add esp, 0x10
 L_49:
     mov eax, dword ptr [ebp - 0x1e0]
     mov eax, dword ptr [eax]
     shr eax, 8
     and eax, 3
     test eax, eax
     jne L_50
-    mov eax, dword ptr [0x6c6e60]
+    mov eax, dword ptr [0x6c6bb8]
     shr eax, 4
     and eax, 1
     test eax, eax
     je L_51
 L_50:
-    fld dword ptr [0x46ac50]
+    fld dword ptr [0x46ac78]
     fstp dword ptr [ebp - 0x1b0]
-    fld dword ptr [0x46ac34]
+    fld dword ptr [0x46ac5c]
     fstp dword ptr [ebp - 0x1ac]
     fldz 
     fstp dword ptr [ebp - 0x1a8]
     lea esi, [ebp - 0x1b0]
     lea edi, [ebp - 0x84]
     movsd dword ptr es:[edi], dword ptr [esi]
     movsd dword ptr es:[edi], dword ptr [esi]
     movsd dword ptr es:[edi], dword ptr [esi]
-    movzx eax, word ptr [0x69d4b4]
-    push eax
-    push 0x46ac68
+    movzx eax, word ptr [0x69d3c4]
+    push eax
+    push 0x46ac90
     lea eax, [ebp - 0x84]
     push eax
-    push 0x47b900
+    push 0x47b960
     call th06::AsciiManager::AddFormatText
     add esp, 0x10
 L_51:
     mov eax, dword ptr [ebp - 0x1e0]
     mov eax, dword ptr [eax]
     and eax, 3
     test eax, eax
     je L_52
     mov eax, dword ptr [ebp - 0x1e0]
     mov eax, dword ptr [eax]
     and eax, 3
     dec eax
     and eax, 3
     mov ecx, dword ptr [ebp - 0x1e0]
     mov ecx, dword ptr [ecx]
     and ecx, 0xfffffffc
     or ecx, eax
     mov eax, dword ptr [ebp - 0x1e0]
     mov dword ptr [eax], ecx
 L_52:
```

</details>


<details id="th06____gui____drawstageelements"><summary><h2>th06::Gui::DrawStageElements</h2></summary>

```diff
--- Original
+++ Reimplementation
@@ -1,260 +1,260 @@
     push ebp
     mov ebp, esp
     sub esp, 0x18
     push esi
     push edi
     mov dword ptr [ebp - 0x18], ecx
     mov eax, dword ptr [ebp - 0x18]
     mov eax, dword ptr [eax + 4]
     mov eax, dword ptr [eax + 0x1c24]
     and eax, 1
     test eax, eax
     je L_1
-    fld dword ptr [0x46acb4]
-    fstp dword ptr [ebp - 0xc]
-    fld dword ptr [0x46acb0]
+    fld dword ptr [0x46acdc]
+    fstp dword ptr [ebp - 0xc]
+    fld dword ptr [0x46acd8]
     fstp dword ptr [ebp - 8]
     fldz 
     fstp dword ptr [ebp - 4]
-    movzx eax, byte ptr [0x69d4c4]
+    movzx eax, byte ptr [0x69d3d4]
     test eax, eax
     jne L_2
     mov eax, dword ptr [ebp - 0x18]
     mov eax, dword ptr [eax + 4]
     add eax, 0x1ba4
     push eax
-    mov ecx, dword ptr [0x6d4588]
+    mov ecx, dword ptr [0x6d43c0]
     call th06::AnmManager::Draw2
     mov eax, dword ptr [ebp - 0x18]
     mov eax, dword ptr [eax + 4]
     mov eax, dword ptr [eax + 0x1c20]
     and eax, 0xff000000
     or eax, 0xffff40
     mov dword ptr [ebp - 0x10], eax
     mov eax, dword ptr [ebp - 0x10]
-    mov dword ptr [0x481b24], eax
-    cmp dword ptr [0x69d6d4], 6
+    mov dword ptr [0x481b84], eax
+    cmp dword ptr [0x69d5e4], 6
     jge L_3
-    fld dword ptr [0x46acb4]
-    fstp dword ptr [ebp - 0xc]
-    push dword ptr [0x69d6d4]
-    push 0x46aca4
-    lea eax, [ebp - 0xc]
-    push eax
-    push 0x47b900
+    fld dword ptr [0x46acdc]
+    fstp dword ptr [ebp - 0xc]
+    push dword ptr [0x69d5e4]
+    push 0x46accc
+    lea eax, [ebp - 0xc]
+    push eax
+    push 0x47b960
     call th06::AsciiManager::AddFormatText
     add esp, 0x10
     jmp L_4
 L_3:
-    cmp dword ptr [0x69d6d4], 6
+    cmp dword ptr [0x69d5e4], 6
     jne L_5
-    fld dword ptr [0x46aca0]
-    fstp dword ptr [ebp - 0xc]
-    push 0x46ac94
-    lea eax, [ebp - 0xc]
-    push eax
-    push 0x47b900
+    fld dword ptr [0x46acc8]
+    fstp dword ptr [ebp - 0xc]
+    push 0x46acbc
+    lea eax, [ebp - 0xc]
+    push eax
+    push 0x47b960
     call th06::AsciiManager::AddFormatText
     add esp, 0xc
     jmp L_4
 L_5:
-    fld dword ptr [0x46aca0]
-    fstp dword ptr [ebp - 0xc]
-    push 0x46ac88
-    lea eax, [ebp - 0xc]
-    push eax
-    push 0x47b900
+    fld dword ptr [0x46acc8]
+    fstp dword ptr [ebp - 0xc]
+    push 0x46acb0
+    lea eax, [ebp - 0xc]
+    push eax
+    push 0x47b960
     call th06::AsciiManager::AddFormatText
     add esp, 0xc
 L_4:
     jmp L_6
 L_2:
     mov eax, dword ptr [ebp - 0x18]
     mov eax, dword ptr [eax + 4]
     mov eax, dword ptr [eax + 0x1c20]
     and eax, 0xff000000
     or eax, 0xffff40
     mov dword ptr [ebp - 0x14], eax
     mov eax, dword ptr [ebp - 0x14]
-    mov dword ptr [0x481b24], eax
-    fld dword ptr [0x46aca0]
-    fstp dword ptr [ebp - 0xc]
-    push 0x46ac7c
-    lea eax, [ebp - 0xc]
-    push eax
-    push 0x47b900
+    mov dword ptr [0x481b84], eax
+    fld dword ptr [0x46acc8]
+    fstp dword ptr [ebp - 0xc]
+    push 0x46aca4
+    lea eax, [ebp - 0xc]
+    push eax
+    push 0x47b960
     call th06::AsciiManager::AddFormatText
     add esp, 0xc
 L_6:
-    or dword ptr [0x481b24], 0xffffffff
+    or dword ptr [0x481b84], 0xffffffff
 L_1:
     mov eax, dword ptr [ebp - 0x18]
     mov eax, dword ptr [eax + 4]
     mov eax, dword ptr [eax + 0x1d34]
     and eax, 1
     test eax, eax
     je L_7
-    movzx eax, byte ptr [0x69d4c4]
+    movzx eax, byte ptr [0x69d3d4]
     test eax, eax
     jne L_7
     mov eax, dword ptr [ebp - 0x18]
     mov eax, dword ptr [eax + 4]
     add eax, 0x1cb4
     push eax
-    mov ecx, dword ptr [0x6d4588]
+    mov ecx, dword ptr [0x6d43c0]
     call th06::AnmManager::Draw2
 L_7:
     mov eax, dword ptr [ebp - 0x18]
     mov eax, dword ptr [eax + 4]
     mov eax, dword ptr [eax + 0x1e44]
     and eax, 1
     test eax, eax
     je L_8
     mov eax, dword ptr [ebp - 0x18]
     mov eax, dword ptr [eax + 4]
     add eax, 0x1dc4
     push eax
-    mov ecx, dword ptr [0x6d4588]
+    mov ecx, dword ptr [0x6d43c0]
     call th06::AnmManager::DrawNoRotation
 L_8:
     mov eax, dword ptr [ebp - 0x18]
     mov eax, dword ptr [eax + 4]
     mov eax, dword ptr [eax + 0x1f54]
     and eax, 1
     test eax, eax
     je L_9
     mov eax, dword ptr [ebp - 0x18]
     mov eax, dword ptr [eax + 4]
     add eax, 0x1ed4
     push eax
-    mov ecx, dword ptr [0x6d4588]
+    mov ecx, dword ptr [0x6d43c0]
     call th06::AnmManager::DrawNoRotation
 L_9:
     mov eax, dword ptr [ebp - 0x18]
     mov eax, dword ptr [eax + 4]
     mov eax, dword ptr [eax + 0x2064]
     and eax, 1
     test eax, eax
     je L_10
     mov eax, dword ptr [ebp - 0x18]
     mov esi, dword ptr [eax + 4]
     add esi, 0x2074
     mov eax, dword ptr [ebp - 0x18]
     mov edi, dword ptr [eax + 4]
     add edi, 0x2294
     movsd dword ptr es:[edi], dword ptr [esi]
     movsd dword ptr es:[edi], dword ptr [esi]
     movsd dword ptr es:[edi], dword ptr [esi]
     mov eax, dword ptr [ebp - 0x18]
     mov eax, dword ptr [eax + 4]
     mov ecx, dword ptr [ebp - 0x18]
     fld dword ptr [ecx + 8]
-    fmul dword ptr [0x46a2b4]
-    fdiv dword ptr [0x46ac78]
-    fdiv dword ptr [0x46a44c]
-    fadd dword ptr [0x46ac74]
-    fsub dword ptr [0x46a2b4]
+    fmul dword ptr [0x46a2d4]
+    fdiv dword ptr [0x46aca0]
+    fdiv dword ptr [0x46a470]
+    fadd dword ptr [0x46ac9c]
+    fsub dword ptr [0x46a2d4]
     fadd dword ptr [eax + 0x2294]
     mov eax, dword ptr [ebp - 0x18]
     mov eax, dword ptr [eax + 4]
     fstp dword ptr [eax + 0x2294]
     mov eax, dword ptr [ebp - 0x18]
     fld dword ptr [eax + 8]
-    fdiv dword ptr [0x46a2b8]
+    fdiv dword ptr [0x46a2d8]
     mov eax, dword ptr [ebp - 0x18]
     mov eax, dword ptr [eax + 4]
     fstp dword ptr [eax + 0x2220]
     mov eax, dword ptr [ebp - 0x18]
     mov eax, dword ptr [eax + 4]
     add eax, 0x2204
     push eax
-    mov ecx, dword ptr [0x6d4588]
+    mov ecx, dword ptr [0x6d43c0]
     call th06::AnmManager::DrawNoRotation
     mov eax, dword ptr [ebp - 0x18]
     mov eax, dword ptr [eax + 4]
     add eax, 0x1fe4
     push eax
-    mov ecx, dword ptr [0x6d4588]
+    mov ecx, dword ptr [0x6d43c0]
     call th06::AnmManager::DrawNoRotation
 L_10:
     mov eax, dword ptr [ebp - 0x18]
     mov eax, dword ptr [eax + 4]
     mov eax, dword ptr [eax + 0x2174]
     and eax, 1
     test eax, eax
     je L_11
     mov eax, dword ptr [ebp - 0x18]
     mov esi, dword ptr [eax + 4]
     add esi, 0x2184
     mov eax, dword ptr [ebp - 0x18]
     mov edi, dword ptr [eax + 4]
     add edi, 0x23a4
     movsd dword ptr es:[edi], dword ptr [esi]
     movsd dword ptr es:[edi], dword ptr [esi]
     movsd dword ptr es:[edi], dword ptr [esi]
     mov eax, dword ptr [ebp - 0x18]
     mov eax, dword ptr [eax + 4]
     mov ecx, dword ptr [ebp - 0x18]
     fld dword ptr [ecx + 0xc]
-    fmul dword ptr [0x46a2b4]
-    fdiv dword ptr [0x46ac78]
-    fdiv dword ptr [0x46a44c]
-    fsubr dword ptr [0x46a534]
+    fmul dword ptr [0x46a2d4]
+    fdiv dword ptr [0x46aca0]
+    fdiv dword ptr [0x46a470]
+    fsubr dword ptr [0x46a554]
     fadd dword ptr [eax + 0x23a4]
     mov eax, dword ptr [ebp - 0x18]
     mov eax, dword ptr [eax + 4]
     fstp dword ptr [eax + 0x23a4]
     mov eax, dword ptr [ebp - 0x18]
     fld dword ptr [eax + 0xc]
-    fdiv dword ptr [0x46a2b8]
+    fdiv dword ptr [0x46a2d8]
     mov eax, dword ptr [ebp - 0x18]
     mov eax, dword ptr [eax + 4]
     fstp dword ptr [eax + 0x2330]
     mov eax, dword ptr [ebp - 0x18]
     mov eax, dword ptr [eax + 4]
     add eax, 0x2314
     push eax
-    mov ecx, dword ptr [0x6d4588]
+    mov ecx, dword ptr [0x6d43c0]
     call th06::AnmManager::DrawNoRotation
     mov eax, dword ptr [ebp - 0x18]
     mov eax, dword ptr [eax + 4]
     add eax, 0x20f4
     push eax
-    mov ecx, dword ptr [0x6d4588]
+    mov ecx, dword ptr [0x6d43c0]
     call th06::AnmManager::DrawNoRotation
 L_11:
     mov eax, dword ptr [ebp - 0x18]
     mov eax, dword ptr [eax + 4]
     movsx eax, word ptr [eax + 0x24d4]
     test eax, eax
     jl L_12
-    fld dword ptr [0x69d6dc]
-    call __ftol2
-    mov dword ptr [0x6c6de0], eax
-    fld dword ptr [0x69d6e0]
-    call __ftol2
-    mov dword ptr [0x6c6de4], eax
-    fld dword ptr [0x69d6e4]
-    call __ftol2
-    mov dword ptr [0x6c6de8], eax
-    fld dword ptr [0x69d6e8]
-    call __ftol2
-    mov dword ptr [0x6c6dec], eax
-    push 0x6c6de0
-    mov eax, dword ptr [0x6c6d20]
+    fld dword ptr [0x69d5ec]
+    call _ftol2
+    mov dword ptr [0x6c6b38], eax
+    fld dword ptr [0x69d5f0]
+    call _ftol2
+    mov dword ptr [0x6c6b3c], eax
+    fld dword ptr [0x69d5f4]
+    call _ftol2
+    mov dword ptr [0x6c6b40], eax
+    fld dword ptr [0x69d5f8]
+    call _ftol2
+    mov dword ptr [0x6c6b44], eax
+    push 0x6c6b38
+    mov eax, dword ptr [0x6c6a78]
     mov eax, dword ptr [eax]
-    push dword ptr [0x6c6d20]
+    push dword ptr [0x6c6a78]
     call dword ptr [eax + 0xa0]
     mov eax, dword ptr [ebp - 0x18]
     mov eax, dword ptr [eax + 4]
     add eax, 0x2424
     push eax
-    mov ecx, dword ptr [0x6d4588]
+    mov ecx, dword ptr [0x6d43c0]
     call th06::AnmManager::DrawNoRotation
 L_12:
     pop edi
     pop esi
     leave 
     ret 
 
 
```

</details>


<details id="th06____gui____updatestageelements"><summary><h2>th06::Gui::UpdateStageElements</h2></summary>

```diff
--- Original
+++ Reimplementation
@@ -14,299 +14,299 @@
     cmp dword ptr [ebp - 4], 0x13
     jne L_3
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     cmp dword ptr [eax + 0x253c], 0
     jge L_3
     mov eax, dword ptr [ebp - 0x30]
     movzx eax, byte ptr [eax + 0x20]
     test eax, eax
     je L_4
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     movzx eax, byte ptr [eax + 0x1ba0]
     test eax, eax
     jne L_5
     mov eax, dword ptr [ebp - 4]
     imul eax, eax, 0x110
     mov ecx, dword ptr [ebp - 0x30]
     add eax, dword ptr [ecx + 4]
     mov dword ptr [ebp - 0xc], eax
-    mov eax, dword ptr [0x6d4588]
+    mov eax, dword ptr [0x6d43c0]
     mov dword ptr [ebp - 0x10], eax
     mov eax, dword ptr [ebp - 0xc]
     mov word ptr [eax + 0xb4], 0x613
     mov eax, 0x613
     shl eax, 2
     mov ecx, dword ptr [ebp - 0x10]
     push dword ptr [ecx + eax + 0x1c934]
     push dword ptr [ebp - 0xc]
     mov ecx, dword ptr [ebp - 0x10]
     call th06::AnmManager::SetAndExecuteScript
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     mov byte ptr [eax + 0x1ba0], 1
     mov eax, dword ptr [ebp - 0x30]
     and dword ptr [eax + 0x10], 0
     jmp L_6
 L_5:
     mov eax, dword ptr [ebp - 4]
     imul eax, eax, 0x110
     mov ecx, dword ptr [ebp - 0x30]
     add eax, dword ptr [ecx + 4]
     push eax
-    mov ecx, dword ptr [0x6d4588]
+    mov ecx, dword ptr [0x6d43c0]
     call th06::AnmManager::ExecuteScript
     test eax, eax
     je L_7
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     mov byte ptr [eax + 0x1ba0], 2
 L_7:
     mov eax, dword ptr [ebp - 0x30]
     cmp dword ptr [eax + 0x10], 0xfc
     jae L_8
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 0x10]
     add eax, 4
     mov ecx, dword ptr [ebp - 0x30]
     mov dword ptr [ecx + 0x10], eax
     jmp L_6
 L_8:
     mov eax, dword ptr [ebp - 0x30]
     mov dword ptr [eax + 0x10], 0xff
 L_6:
     jmp L_9
 L_4:
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     movzx eax, byte ptr [eax + 0x1ba0]
     test eax, eax
     je L_9
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     movzx eax, byte ptr [eax + 0x1ba0]
     cmp eax, 2
     jg L_10
     mov eax, dword ptr [ebp - 4]
     imul eax, eax, 0x110
     mov ecx, dword ptr [ebp - 0x30]
     add eax, dword ptr [ecx + 4]
     mov dword ptr [ebp - 0x14], eax
-    mov eax, dword ptr [0x6d4588]
+    mov eax, dword ptr [0x6d43c0]
     mov dword ptr [ebp - 0x18], eax
     mov eax, dword ptr [ebp - 0x14]
     mov word ptr [eax + 0xb4], 0x614
     mov eax, 0x614
     shl eax, 2
     mov ecx, dword ptr [ebp - 0x18]
     push dword ptr [ecx + eax + 0x1c934]
     push dword ptr [ebp - 0x14]
     mov ecx, dword ptr [ebp - 0x18]
     call th06::AnmManager::SetAndExecuteScript
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     mov byte ptr [eax + 0x1ba0], 3
 L_10:
     mov eax, dword ptr [ebp - 0x30]
     cmp dword ptr [eax + 0x10], 0
     jbe L_11
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 0x10]
     sub eax, 4
     mov ecx, dword ptr [ebp - 0x30]
     mov dword ptr [ecx + 0x10], eax
     jmp L_12
 L_11:
     mov eax, dword ptr [ebp - 0x30]
     and dword ptr [eax + 0x10], 0
 L_12:
     mov eax, dword ptr [ebp - 4]
     imul eax, eax, 0x110
     mov ecx, dword ptr [ebp - 0x30]
     add eax, dword ptr [ecx + 4]
     push eax
-    mov ecx, dword ptr [0x6d4588]
+    mov ecx, dword ptr [0x6d43c0]
     call th06::AnmManager::ExecuteScript
     test eax, eax
     je L_9
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     and byte ptr [eax + 0x1ba0], 0
     mov eax, dword ptr [ebp - 0x30]
     fldz 
     fstp dword ptr [eax + 0x28]
     mov eax, dword ptr [ebp - 0x30]
     and dword ptr [eax + 0x10], 0
 L_9:
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     movzx eax, byte ptr [eax + 0x1ba0]
     cmp eax, 2
     jl L_13
     mov eax, dword ptr [ebp - 0x30]
     mov ecx, dword ptr [ebp - 0x30]
     fld dword ptr [eax + 0x24]
     fcomp dword ptr [ecx + 0x28]
     fnstsw ax
     test ah, 0x41
     jne L_14
     mov eax, dword ptr [ebp - 0x30]
     fld dword ptr [eax + 0x28]
-    fadd dword ptr [0x46ac20]
+    fadd dword ptr [0x46ac48]
     mov eax, dword ptr [ebp - 0x30]
     fstp dword ptr [eax + 0x28]
     mov eax, dword ptr [ebp - 0x30]
     mov ecx, dword ptr [ebp - 0x30]
     fld dword ptr [eax + 0x24]
     fcomp dword ptr [ecx + 0x28]
     fnstsw ax
     test ah, 5
     jp L_15
     mov eax, dword ptr [ebp - 0x30]
     mov ecx, dword ptr [ebp - 0x30]
     fld dword ptr [ecx + 0x24]
     fstp dword ptr [eax + 0x28]
 L_15:
     jmp L_13
 L_14:
     mov eax, dword ptr [ebp - 0x30]
     mov ecx, dword ptr [ebp - 0x30]
     fld dword ptr [eax + 0x24]
     fcomp dword ptr [ecx + 0x28]
     fnstsw ax
     test ah, 5
     jp L_13
     mov eax, dword ptr [ebp - 0x30]
     fld dword ptr [eax + 0x28]
-    fsub dword ptr [0x46ac1c]
+    fsub dword ptr [0x46ac44]
     mov eax, dword ptr [ebp - 0x30]
     fstp dword ptr [eax + 0x28]
     mov eax, dword ptr [ebp - 0x30]
     mov ecx, dword ptr [ebp - 0x30]
     fld dword ptr [eax + 0x24]
     fcomp dword ptr [ecx + 0x28]
     fnstsw ax
     test ah, 0x41
     jne L_13
     mov eax, dword ptr [ebp - 0x30]
     mov ecx, dword ptr [ebp - 0x30]
     fld dword ptr [ecx + 0x24]
     fstp dword ptr [eax + 0x28]
 L_13:
     jmp L_16
 L_3:
     mov eax, dword ptr [ebp - 4]
     imul eax, eax, 0x110
     mov ecx, dword ptr [ebp - 0x30]
     add eax, dword ptr [ecx + 4]
     push eax
-    mov ecx, dword ptr [0x6d4588]
+    mov ecx, dword ptr [0x6d43c0]
     call th06::AnmManager::ExecuteScript
 L_16:
     jmp L_17
 L_2:
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     add eax, 0x1ba4
     push eax
-    mov ecx, dword ptr [0x6d4588]
+    mov ecx, dword ptr [0x6d43c0]
     call th06::AnmManager::ExecuteScript
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     add eax, 0x1cb4
     push eax
-    mov ecx, dword ptr [0x6d4588]
+    mov ecx, dword ptr [0x6d43c0]
     call th06::AnmManager::ExecuteScript
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     add eax, 0x1dc4
     push eax
-    mov ecx, dword ptr [0x6d4588]
+    mov ecx, dword ptr [0x6d43c0]
     call th06::AnmManager::ExecuteScript
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     add eax, 0x1fe4
     push eax
-    mov ecx, dword ptr [0x6d4588]
+    mov ecx, dword ptr [0x6d43c0]
     call th06::AnmManager::ExecuteScript
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     add eax, 0x1ed4
     push eax
-    mov ecx, dword ptr [0x6d4588]
+    mov ecx, dword ptr [0x6d43c0]
     call th06::AnmManager::ExecuteScript
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     add eax, 0x20f4
     push eax
-    mov ecx, dword ptr [0x6d4588]
+    mov ecx, dword ptr [0x6d43c0]
     call th06::AnmManager::ExecuteScript
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     movsx eax, word ptr [eax + 0x24d4]
     test eax, eax
     jl L_18
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     add eax, 0x2424
     push eax
-    mov ecx, dword ptr [0x6d4588]
+    mov ecx, dword ptr [0x6d43c0]
     call th06::AnmManager::ExecuteScript
     test eax, eax
     je L_18
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     or word ptr [eax + 0x24d4], 0xffff
 L_18:
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     cmp dword ptr [eax + 0x2bf4], 0
     je L_19
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     xor ecx, ecx
     cmp dword ptr [eax + 0x2c00], 0x1e
     setl cl
     test ecx, ecx
     je L_20
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     add eax, 0x2bf8
     mov dword ptr [ebp - 0x1c], eax
     mov eax, dword ptr [ebp - 0x1c]
     fild dword ptr [eax + 8]
     fstp dword ptr [ebp - 0x34]
     mov eax, dword ptr [ebp - 0x1c]
     fld dword ptr [ebp - 0x34]
     fadd dword ptr [eax + 4]
-    fmul dword ptr [0x46ac18]
-    fdiv dword ptr [0x46a520]
-    fadd dword ptr [0x46a7ec]
+    fmul dword ptr [0x46ac40]
+    fdiv dword ptr [0x46a540]
+    fadd dword ptr [0x46a80c]
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     fstp dword ptr [eax + 0x2be4]
     jmp L_21
 L_20:
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
-    fld dword ptr [0x46ac14]
+    fld dword ptr [0x46ac3c]
     fstp dword ptr [eax + 0x2be4]
 L_21:
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     xor ecx, ecx
     cmp dword ptr [eax + 0x2c00], 0xfa
     setge cl
     test ecx, ecx
     je L_22
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     and dword ptr [eax + 0x2bf4], 0
 L_22:
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     add eax, 0x2bf8
     mov dword ptr [ebp - 0x20], eax
     mov ecx, dword ptr [ebp - 0x20]
     call th06::ZunTimer::NextTick
 L_19:
@@ -314,51 +314,51 @@
     mov eax, dword ptr [eax + 4]
     cmp dword ptr [eax + 0x2c14], 0
     je L_23
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     xor ecx, ecx
     cmp dword ptr [eax + 0x2c20], 0x1e
     setl cl
     test ecx, ecx
     je L_24
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     add eax, 0x2c18
     mov dword ptr [ebp - 0x24], eax
     mov eax, dword ptr [ebp - 0x24]
     fild dword ptr [eax + 8]
     fstp dword ptr [ebp - 0x38]
     mov eax, dword ptr [ebp - 0x24]
     fld dword ptr [ebp - 0x38]
     fadd dword ptr [eax + 4]
-    fmul dword ptr [0x46ac18]
-    fdiv dword ptr [0x46a520]
-    fadd dword ptr [0x46a7ec]
+    fmul dword ptr [0x46ac40]
+    fdiv dword ptr [0x46a540]
+    fadd dword ptr [0x46a80c]
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     fstp dword ptr [eax + 0x2c04]
     jmp L_25
 L_24:
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
-    fld dword ptr [0x46ac14]
+    fld dword ptr [0x46ac3c]
     fstp dword ptr [eax + 0x2c04]
 L_25:
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     xor ecx, ecx
     cmp dword ptr [eax + 0x2c20], 0xb4
     setge cl
     test ecx, ecx
     je L_26
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     and dword ptr [eax + 0x2c14], 0
 L_26:
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     add eax, 0x2c18
     mov dword ptr [ebp - 0x28], eax
     mov ecx, dword ptr [ebp - 0x28]
     call th06::ZunTimer::NextTick
 L_23:
@@ -372,73 +372,73 @@
     cmp dword ptr [eax + 0x2c40], 0x118
     setge cl
     test ecx, ecx
     je L_28
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     and dword ptr [eax + 0x2c34], 0
 L_28:
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     add eax, 0x2c38
     mov dword ptr [ebp - 0x2c], eax
     mov ecx, dword ptr [ebp - 0x2c]
     call th06::ZunTimer::NextTick
 L_27:
     mov eax, dword ptr [ebp - 0x30]
     mov eax, dword ptr [eax + 4]
     cmp dword ptr [eax + 0x2bdc], 1
     jne L_29
     and dword ptr [ebp - 8], 0
-    mov eax, dword ptr [0x69d6d4]
+    mov eax, dword ptr [0x69d5e4]
     imul eax, eax, 0x3e8
     mov ecx, dword ptr [ebp - 8]
     add ecx, eax
     mov dword ptr [ebp - 8], ecx
-    mov eax, dword ptr [0x69bcb4]
+    mov eax, dword ptr [0x69bbc4]
     imul eax, eax, 0xa
     mov ecx, dword ptr [ebp - 8]
     add ecx, eax
     mov dword ptr [ebp - 8], ecx
-    movzx eax, word ptr [0x69d4b0]
+    movzx eax, word ptr [0x69d3c0]
     imul eax, eax, 0x64
     mov ecx, dword ptr [ebp - 8]
     add ecx, eax
     mov dword ptr [ebp - 8], ecx
-    movzx eax, word ptr [0x69d4b4]
+    movzx eax, word ptr [0x69d3c4]
     mov ecx, dword ptr [ebp - 8]
     imul ecx, eax
     mov dword ptr [ebp - 8], ecx
-    cmp dword ptr [0x69d6d4], 6
+    cmp dword ptr [0x69d5e4], 6
     jl L_30
-    movsx eax, byte ptr [0x69d4ba]
+    movsx eax, byte ptr [0x69d3ca]
     imul eax, eax, 0x2dc6c0
