# Report

name | result
     mov ecx, dword ptr [ebp - 0x30]
     call th06::AnmManager::SetAndExecuteScript
-    movsx edx, byte ptr [0x69d4ba]
+    movsx edx, byte ptr [0x69d3ca]
     test edx, edx
     jg L_19
-    mov byte ptr [0x69d4c0], 1
+    mov byte ptr [0x69d3d0], 1
     jmp L_18
 L_19:
-    mov al, byte ptr [0x69d4ba]
+    mov al, byte ptr [0x69d3ca]
     sub al, 1
-    mov byte ptr [0x69d4ba], al
-    mov ecx, dword ptr [0x69bc30]
+    mov byte ptr [0x69d3ca], al
+    mov ecx, dword ptr [0x69bb00]
     and ecx, 0xfffffffc
     or ecx, 2
-    mov dword ptr [0x69bc30], ecx
-    cmp dword ptr [0x69bcb0], 4
+    mov dword ptr [0x69bb00], ecx
+    cmp dword ptr [0x69bbc0], 4
     jge L_20
     xor edx, edx
-    mov dl, byte ptr [0x69d4c3]
+    mov dl, byte ptr [0x69d3d3]
     test edx, edx
     jne L_20
-    mov al, byte ptr [0x6c6e7d]
-    mov byte ptr [0x69d4bb], al
+    mov al, byte ptr [0x6c6bd5]
+    mov byte ptr [0x69d3cb], al
     jmp L_21
 L_20:
-    mov byte ptr [0x69d4bb], 3
+    mov byte ptr [0x69d3cb], 3
 L_21:
-    mov ecx, dword ptr [0x69bc30]
+    mov ecx, dword ptr [0x69bb00]
     and ecx, 0xfffffff3
     or ecx, 8
-    mov dword ptr [0x69bc30], ecx
+    mov dword ptr [0x69bb00], ecx
     jmp L_22
 L_18:
     jmp L_23
 L_11:
     mov edx, dword ptr [ebp + 8]
     movsx eax, byte ptr [edx + 0x9e0]
     cmp eax, 1
     jne L_23
 L_22:
     mov ecx, dword ptr [ebp + 8]
     mov dword ptr [ecx + 0x9dc], 0x5a
     mov edx, dword ptr [ebp + 8]
     add edx, 0x75b4
     mov dword ptr [ebp - 0x34], edx
     mov eax, dword ptr [ebp - 0x34]
     fild dword ptr [eax + 8]
     fstp dword ptr [ebp - 0x5c]
     mov ecx, dword ptr [ebp - 0x34]
     fld dword ptr [ebp - 0x5c]
     fadd dword ptr [ecx + 4]
-    fdiv dword ptr [0x46a520]
-    fsubr dword ptr [0x46a2c0]
+    fdiv dword ptr [0x46a540]
+    fsubr dword ptr [0x46a3c8]
     fstp dword ptr [ebp - 0xc]
-    fld dword ptr [0x46a44c]
+    fld dword ptr [0x46a470]
     fmul dword ptr [ebp - 0xc]
-    fadd dword ptr [0x46a2c0]
+    fadd dword ptr [0x46a3c8]
     mov edx, dword ptr [ebp + 8]
     fstp dword ptr [edx + 0x18]
-    fld dword ptr [0x46a2c0]
+    fld dword ptr [0x46a3c8]
     fmul dword ptr [ebp - 0xc]
-    fsubr dword ptr [0x46a2c0]
+    fsubr dword ptr [0x46a3c8]
     mov eax, dword ptr [ebp + 8]
     fstp dword ptr [eax + 0x1c]
     mov ecx, dword ptr [ebp + 8]
     mov edx, dword ptr [ecx + 0x80]
     or edx, 4
     mov eax, dword ptr [ebp + 8]
     mov dword ptr [eax + 0x80], edx
     mov ecx, dword ptr [ebp + 8]
     mov dword ptr [ecx + 0x9d4], 0x3f800000
     mov edx, dword ptr [ebp + 8]
     mov dword ptr [edx + 0x9d0], 0x3f800000
     mov eax, dword ptr [ebp + 8]
     mov ecx, dword ptr [eax + 0x75bc]
     mov dword ptr [ebp - 0x38], ecx
     mov eax, dword ptr [ebp - 0x38]
     imul eax, eax, 0xff
     cdq 
     mov ecx, 0x1e
     idiv ecx
     shl eax, 0x18
@@ -432,41 +432,41 @@
     add ecx, 0x75b4
     mov dword ptr [ebp - 0x40], ecx
     mov edx, dword ptr [ebp - 0x40]
     mov dword ptr [edx + 8], 0xf0
     mov eax, dword ptr [ebp - 0x40]
     mov dword ptr [eax + 4], 0
     mov ecx, dword ptr [ebp - 0x40]
     mov dword ptr [ecx], 0xfffffc19
     mov edx, dword ptr [ebp + 8]
     mov dword ptr [edx + 0x9d8], 6
 L_23:
     mov eax, dword ptr [ebp + 8]
     cmp dword ptr [eax + 0x9dc], 0
     je L_24
     mov ecx, dword ptr [ebp + 8]
     mov edx, dword ptr [ecx + 0x9dc]
     sub edx, 1
     mov eax, dword ptr [ebp + 8]
     mov dword ptr [eax + 0x9dc], edx
     push 0
-    mov ecx, 0x5a5ff8
+    mov ecx, 0x5a5ec8
     call th06::BulletManager::RemoveAllBullets
 L_24:
     mov ecx, dword ptr [ebp + 8]
     movsx edx, byte ptr [ecx + 0x9e0]
     cmp edx, 3
     jne L_25
     push 1
     mov ecx, dword ptr [ebp + 8]
     add ecx, 0x75b4
     call th06::ZunTimer::Decrement
     mov eax, dword ptr [ebp + 8]
     mov ecx, dword ptr [eax + 0x75bc]
     mov dword ptr [ebp - 0x44], ecx
     cmp dword ptr [ebp - 0x44], 0
     jg L_26
     mov edx, dword ptr [ebp + 8]
     mov byte ptr [edx + 0x9e0], 0
     mov eax, dword ptr [ebp + 8]
     add eax, 0x75b4
     mov dword ptr [ebp - 0x48], eax
@@ -512,75 +512,75 @@
     mov edx, dword ptr [ebp + 8]
     mov dword ptr [edx + 0x80], ecx
     mov eax, dword ptr [ebp + 8]
     mov dword ptr [eax + 0x7c], 0xffffffff
 L_27:
     jmp L_30
 L_25:
     mov ecx, dword ptr [ebp + 8]
     add ecx, 0x75b4
     mov dword ptr [ebp - 0x50], ecx
     mov edx, dword ptr [ebp - 0x50]
     mov eax, dword ptr [ebp - 0x50]
     mov ecx, dword ptr [eax + 8]
     mov dword ptr [edx], ecx
     mov edx, dword ptr [ebp - 0x50]
     add edx, 4
     push edx
     mov eax, dword ptr [ebp - 0x50]
     add eax, 8
     push eax
-    mov ecx, 0x6c6d18
+    mov ecx, 0x6c6a70
     call th06::Supervisor::TickTimer
 L_30:
     mov ecx, dword ptr [ebp + 8]
     movsx edx, byte ptr [ecx + 0x9e0]
     cmp edx, 2
     je L_31
     mov eax, dword ptr [ebp + 8]
     movsx ecx, byte ptr [eax + 0x9e0]
     cmp ecx, 1
     je L_31
     mov ecx, dword ptr [ebp + 8]
     call th06::Player::HandlePlayerInputs
 L_31:
     mov edx, dword ptr [ebp + 8]
     push edx
-    mov ecx, dword ptr [0x6d4588]
+    mov ecx, dword ptr [0x6d43c0]
     call th06::AnmManager::ExecuteScript
     mov eax, dword ptr [ebp + 8]
     push eax
     call th06::Player::UpdatePlayerBullets
     add esp, 4
     mov ecx, dword ptr [ebp + 8]
     movsx edx, byte ptr [ecx + 0x9e2]
     test edx, edx
     je L_32
     mov eax, dword ptr [ebp + 8]
     add eax, 0x110
     push eax
-    mov ecx, dword ptr [0x6d4588]
+    mov ecx, dword ptr [0x6d43c0]
     call th06::AnmManager::ExecuteScript
     mov ecx, dword ptr [ebp + 8]
     add ecx, 0x220
     push ecx
-    mov ecx, dword ptr [0x6d4588]
+    mov ecx, dword ptr [0x6d43c0]
     call th06::AnmManager::ExecuteScript
 L_32:
     mov dword ptr [ebp - 0x18], 0xc479c000
     mov dword ptr [ebp - 0x14], 0xc479c000
     mov dword ptr [ebp - 0x10], 0
     mov edx, dword ptr [ebp + 8]
     add edx, 0xa1c
     mov eax, dword ptr [ebp - 0x18]
     mov dword ptr [edx], eax
     mov ecx, dword ptr [ebp - 0x14]
     mov dword ptr [edx + 4], ecx
     mov eax, dword ptr [ebp - 0x10]
     mov dword ptr [edx + 8], eax
     mov ecx, dword ptr [ebp + 8]
     push ecx
     call th06::Player::UpdateFireBulletsTimer
     add esp, 4
     mov eax, 1
 L_2:
     mov esp, ebp
```

</details>


<details id="th06____player____player"><summary><h2>th06::Player::Player</h2></summary>

```diff
--- Original
+++ Reimplementation
@@ -1,137 +1,99 @@
     push ebp
     mov ebp, esp
-    sub esp, 0xa4
-    mov dword ptr [ebp - 0xa4], ecx
-    mov ecx, dword ptr [ebp - 0xa4]
+    sub esp, 0x64
+    mov dword ptr [ebp - 0x64], ecx
+    mov ecx, dword ptr [ebp - 0x64]
     call th06::AnmVm::AnmVm
-    mov dword ptr [ebp - 0x14], 3
-    mov dword ptr [ebp - 0x18], 0x110
-    mov eax, dword ptr [ebp - 0xa4]
+    mov dword ptr [ebp - 4], 3
+    mov dword ptr [ebp - 8], 0x110
+    mov eax, dword ptr [ebp - 0x64]
     add eax, 0x110
-    mov dword ptr [ebp - 0x1c], eax
+    mov dword ptr [ebp - 0xc], eax
 L_2:
-    mov ecx, dword ptr [ebp - 0x14]
+    mov ecx, dword ptr [ebp - 4]
     sub ecx, 1
-    mov dword ptr [ebp - 0x14], ecx
-    cmp dword ptr [ebp - 0x14], 0
+    mov dword ptr [ebp - 4], ecx
+    cmp dword ptr [ebp - 4], 0
     jl L_1
-    mov ecx, dword ptr [ebp - 0x1c]
+    mov ecx, dword ptr [ebp - 0xc]
     call th06::AnmVm::AnmVm
-    mov edx, dword ptr [ebp - 0x1c]
-    add edx, dword ptr [ebp - 0x18]
-    mov dword ptr [ebp - 0x1c], edx
+    mov edx, dword ptr [ebp - 0xc]
+    add edx, dword ptr [ebp - 8]
+    mov dword ptr [ebp - 0xc], edx
     jmp L_2
 L_1:
-    mov dword ptr [ebp - 0x20], 2
-    mov dword ptr [ebp - 0x24], 0xc
-    mov eax, dword ptr [ebp - 0xa4]
+    mov dword ptr [ebp - 0x10], 2
+    mov dword ptr [ebp - 0x14], 0xc
+    mov eax, dword ptr [ebp - 0x64]
     add eax, 0x4a0
-    mov dword ptr [ebp - 0x28], eax
+    mov dword ptr [ebp - 0x18], eax
 L_4:
-    mov ecx, dword ptr [ebp - 0x20]
+    mov ecx, dword ptr [ebp - 0x10]
     sub ecx, 1
-    mov dword ptr [ebp - 0x20], ecx
-    cmp dword ptr [ebp - 0x20], 0
+    mov dword ptr [ebp - 0x10], ecx
+    cmp dword ptr [ebp - 0x10], 0
     jl L_3
-    mov edx, dword ptr [ebp - 0x28]
-    add edx, dword ptr [ebp - 0x24]
-    mov dword ptr [ebp - 0x28], edx
+    mov edx, dword ptr [ebp - 0x18]
+    add edx, dword ptr [ebp - 0x14]
+    mov dword ptr [ebp - 0x18], edx
     jmp L_4
 L_3:
-    mov dword ptr [ebp - 0x2c], 0x20
-    mov dword ptr [ebp - 0x30], 0xc
-    mov eax, dword ptr [ebp - 0xa4]
+    mov dword ptr [ebp - 0x1c], 0x20
+    mov dword ptr [ebp - 0x20], 0xc
+    mov eax, dword ptr [ebp - 0x64]
     add eax, 0x4b8
-    mov dword ptr [ebp - 0x34], eax
+    mov dword ptr [ebp - 0x24], eax
 L_6:
-    mov ecx, dword ptr [ebp - 0x2c]
+    mov ecx, dword ptr [ebp - 0x1c]
     sub ecx, 1
-    mov dword ptr [ebp - 0x2c], ecx
-    cmp dword ptr [ebp - 0x2c], 0
+    mov dword ptr [ebp - 0x1c], ecx
+    cmp dword ptr [ebp - 0x1c], 0
     jl L_5
-    mov edx, dword ptr [ebp - 0x34]
-    add edx, dword ptr [ebp - 0x30]
-    mov dword ptr [ebp - 0x34], edx
+    mov edx, dword ptr [ebp - 0x24]
+    add edx, dword ptr [ebp - 0x20]
+    mov dword ptr [ebp - 0x24], edx
     jmp L_6
 L_5:
-    mov dword ptr [ebp - 0x38], 0x20
-    mov dword ptr [ebp - 0x3c], 0xc
-    mov eax, dword ptr [ebp - 0xa4]
+    mov dword ptr [ebp - 0x28], 0x20
+    mov dword ptr [ebp - 0x2c], 0xc
+    mov eax, dword ptr [ebp - 0x64]
     add eax, 0x638
-    mov dword ptr [ebp - 0x40], eax
+    mov dword ptr [ebp - 0x30], eax
 L_8:
-    mov ecx, dword ptr [ebp - 0x38]
+    mov ecx, dword ptr [ebp - 0x28]
     sub ecx, 1
-    mov dword ptr [ebp - 0x38], ecx
-    cmp dword ptr [ebp - 0x38], 0
+    mov dword ptr [ebp - 0x28], ecx
+    cmp dword ptr [ebp - 0x28], 0
     jl L_7
-    mov edx, dword ptr [ebp - 0x40]
-    add edx, dword ptr [ebp - 0x3c]
-    mov dword ptr [ebp - 0x40], edx
+    mov edx, dword ptr [ebp - 0x30]
+    add edx, dword ptr [ebp - 0x2c]
+    mov dword ptr [ebp - 0x30], edx
     jmp L_8
 L_7:
-    mov dword ptr [ebp - 0x44], 2
-    mov dword ptr [ebp - 0x48], 0xc
-    mov eax, dword ptr [ebp - 0xa4]
-    add eax, 0x9b8
-    mov dword ptr [ebp - 0x4c], eax
+    mov dword ptr [ebp - 0x34], 0x50
+    mov dword ptr [ebp - 0x38], 0x158
+    mov eax, dword ptr [ebp - 0x64]
+    add eax, 0xa28
+    mov dword ptr [ebp - 0x3c], eax
 L_10:
-    mov ecx, dword ptr [ebp - 0x44]
+    mov ecx, dword ptr [ebp - 0x34]
     sub ecx, 1
-    mov dword ptr [ebp - 0x44], ecx
-    cmp dword ptr [ebp - 0x44], 0
+    mov dword ptr [ebp - 0x34], ecx
+    cmp dword ptr [ebp - 0x34], 0
     jl L_9
-    mov ecx, dword ptr [ebp - 0x4c]
-    call th06::ZunTimer::Initialize
-    mov edx, dword ptr [ebp - 0x4c]
-    add edx, dword ptr [ebp - 0x48]
-    mov dword ptr [ebp - 0x4c], edx
+    mov ecx, dword ptr [ebp - 0x3c]
+    call th06::AnmVm::AnmVm
+    mov edx, dword ptr [ebp - 0x3c]
+    add edx, dword ptr [ebp - 0x38]
+    mov dword ptr [ebp - 0x3c], edx
     jmp L_10
 L_9:
-    mov eax, dword ptr [ebp - 0xa4]
-    add eax, 0x9e8
-    mov dword ptr [ebp - 0x50], eax
-    mov ecx, dword ptr [ebp - 0x50]
-    call th06::ZunTimer::Initialize
-    mov dword ptr [ebp - 0x58], 0x50
-    mov dword ptr [ebp - 0x5c], 0x158
-    mov ecx, dword ptr [ebp - 0xa4]
-    add ecx, 0xa28
-    mov dword ptr [ebp - 0x60], ecx
-L_12:
-    mov edx, dword ptr [ebp - 0x58]
-    sub edx, 1
-    mov dword ptr [ebp - 0x58], edx
-    cmp dword ptr [ebp - 0x58], 0
-    jl L_11
-    mov ecx, dword ptr [ebp - 0x60]
-    call th06::AnmVm::AnmVm
-    mov eax, dword ptr [ebp - 0x60]
-    add eax, 0x140
-    mov dword ptr [ebp - 0x54], eax
-    mov ecx, dword ptr [ebp - 0x54]
-    call th06::ZunTimer::Initialize
-    mov ecx, dword ptr [ebp - 0x60]
-    add ecx, dword ptr [ebp - 0x5c]
-    mov dword ptr [ebp - 0x60], ecx
-    jmp L_12
-L_11:
-    mov edx, dword ptr [ebp - 0xa4]
-    add edx, 0x75a8
-    mov dword ptr [ebp - 0x64], edx
     mov ecx, dword ptr [ebp - 0x64]
-    call th06::ZunTimer::Initialize
-    mov eax, dword ptr [ebp - 0xa4]
-    add eax, 0x75b4
-    mov dword ptr [ebp - 0x68], eax
-    mov ecx, dword ptr [ebp - 0x68]
-    call th06::ZunTimer::Initialize
-    mov ecx, dword ptr [ebp - 0xa4]
     add ecx, 0x75c8
     call th06::PlayerBombInfo::PlayerBombInfo
-    mov eax, dword ptr [ebp - 0xa4]
+    mov eax, dword ptr [ebp - 0x64]
     mov esp, ebp
     pop ebp
     ret 
 
 
```

</details>


<details id="th06____csoundmanager____initialize"><summary><h2>th06::CSoundManager::Initialize</h2></summary>

```diff
--- Original
+++ Reimplementation
@@ -3,41 +3,41 @@
     sub esp, 0xc
     mov dword ptr [ebp - 0xc], ecx
     mov dword ptr [ebp - 4], 0
     mov eax, dword ptr [ebp - 0xc]
     cmp dword ptr [eax], 0
     je L_1
     mov ecx, dword ptr [ebp - 0xc]
     mov edx, dword ptr [ecx]
     mov eax, dword ptr [ebp - 0xc]
     mov ecx, dword ptr [eax]
     mov edx, dword ptr [edx]
     push ecx
     call dword ptr [edx + 8]
     mov eax, dword ptr [ebp - 0xc]
     mov dword ptr [eax], 0
 L_1:
     push 0
     mov ecx, dword ptr [ebp - 0xc]
     push ecx
     push 0
-    call 0x43eba6
+    call 0x459a66
     mov dword ptr [ebp - 8], eax
     cmp dword ptr [ebp - 8], 0
     jge L_2
     mov eax, dword ptr [ebp - 8]
     jmp L_3
 L_2:
     mov edx, dword ptr [ebp + 0xc]
     push edx
     mov eax, dword ptr [ebp + 8]
     push eax
     mov ecx, dword ptr [ebp - 0xc]
     mov edx, dword ptr [ecx]
     mov eax, dword ptr [ebp - 0xc]
     mov ecx, dword ptr [eax]
     mov edx, dword ptr [edx]
     push ecx
     call dword ptr [edx + 0x18]
     mov dword ptr [ebp - 8], eax
     cmp dword ptr [ebp - 8], 0
     jge L_4
```

</details>


<details id="th06____csoundmanager____setprimarybufferformat"><summary><h2>th06::CSoundManager::SetPrimaryBufferFormat</h2></summary>

```diff
--- Original
+++ Reimplementation
@@ -1,24 +1,24 @@
     push ebp
     mov ebp, esp
     sub esp, 0x48
-    mov eax, dword ptr [0x47a630]
+    mov eax, dword ptr [0x47a64c]
     xor eax, dword ptr [ebp + 4]
     mov dword ptr [ebp - 0x1c], eax
     push edi
     mov dword ptr [ebp - 0x48], ecx
     mov dword ptr [ebp - 4], 0
     mov eax, dword ptr [ebp - 0x48]
     cmp dword ptr [eax], 0
     jne L_1
     mov eax, 0x800401f0
     jmp L_2
 L_1:
     mov ecx, 9
     xor eax, eax
     lea edi, [ebp - 0x40]
     rep stosd dword ptr es:[edi], eax
     mov dword ptr [ebp - 0x40], 0x24
     mov dword ptr [ebp - 0x3c], 1
     mov dword ptr [ebp - 0x38], 0
     mov dword ptr [ebp - 0x30], 0
     push 0
@@ -76,27 +76,27 @@
     call dword ptr [eax + 0x38]
     mov dword ptr [ebp - 0x44], eax
     cmp dword ptr [ebp - 0x44], 0
     jge L_4
     mov eax, dword ptr [ebp - 0x44]
     jmp L_2
 L_4:
     cmp dword ptr [ebp - 4], 0
     je L_5
     mov edx, dword ptr [ebp - 4]
     mov eax, dword ptr [edx]
     mov ecx, dword ptr [ebp - 4]
     push ecx
     call dword ptr [eax + 8]
     mov dword ptr [ebp - 4], 0
 L_5:
     xor eax, eax
 L_2:
     mov ecx, dword ptr [ebp - 0x1c]
     xor ecx, dword ptr [ebp + 4]
-    call ___security_check_cookie
+    call __security_check_cookie
     pop edi
     mov esp, ebp
     pop ebp
     ret 0xc
 
 
```

</details>


<details id="th06____csoundmanager____createstreaming"><summary><h2>th06::CSoundManager::CreateStreaming</h2></summary>

```diff
--- Original
+++ Reimplementation
@@ -1,45 +1,45 @@
     push ebp
     mov ebp, esp
     push -1
-    push 0x4692d6
+    push 0x4690d6
     mov eax, dword ptr fs:[0]
     push eax
     mov dword ptr fs:[0], esp
     sub esp, 0x6c
-    mov eax, dword ptr [0x47a630]
+    mov eax, dword ptr [0x47a64c]
     xor eax, dword ptr [ebp + 4]
     mov dword ptr [ebp - 0x20], eax
     push edi
     mov dword ptr [ebp - 0x70], ecx
     mov eax, dword ptr [ebp - 0x70]
     cmp dword ptr [eax], 0
     jne L_1
     mov eax, 0x800401f0
     jmp L_2
 L_1:
     mov dword ptr [ebp - 0x1c], 0
     mov dword ptr [ebp - 0x18], 0
     mov dword ptr [ebp - 0x14], 0
     mov dword ptr [ebp - 0x4c], 0
     push 0x98
-    call operator_new
+    call operator new
     add esp, 4
     mov dword ptr [ebp - 0x58], eax
     mov dword ptr [ebp - 4], 0
     cmp dword ptr [ebp - 0x58], 0
     je L_3
     mov ecx, dword ptr [ebp - 0x58]
     call th06::CWaveFile::CWaveFile
     mov dword ptr [ebp - 0x74], eax
     jmp L_4
 L_3:
     mov dword ptr [ebp - 0x74], 0
 L_4:
     mov ecx, dword ptr [ebp - 0x74]
     mov dword ptr [ebp - 0x54], ecx
     mov dword ptr [ebp - 4], 0xffffffff
     mov edx, dword ptr [ebp - 0x54]
     mov dword ptr [ebp - 0x18], edx
     push 1
     push 0
     mov eax, dword ptr [ebp + 0xc]
@@ -77,56 +77,56 @@
     push 0
     lea ecx, [ebp - 0x1c]
     push ecx
     lea edx, [ebp - 0x44]
     push edx
     mov eax, dword ptr [ebp - 0x70]
     mov ecx, dword ptr [eax]
     mov edx, dword ptr [ebp - 0x70]
     mov eax, dword ptr [edx]
     mov ecx, dword ptr [ecx]
     push eax
     call dword ptr [ecx + 0xc]
     mov dword ptr [ebp - 0x48], eax
     cmp dword ptr [ebp - 0x48], 0
     jge L_5
     mov eax, 0x80004005
     jmp L_2
 L_5:
     lea edx, [ebp - 0x4c]
     push edx
-    push 0x46fe10
+    push 0x46cc24
     mov eax, dword ptr [ebp - 0x1c]
     mov ecx, dword ptr [eax]
     mov edx, dword ptr [ebp - 0x1c]
     push edx
     call dword ptr [ecx]
     mov dword ptr [ebp - 0x48], eax
     cmp dword ptr [ebp - 0x48], 0
     jge L_6
     mov eax, 0x80004005
     jmp L_2
 L_6:
     mov eax, dword ptr [ebp + 0x24]
     shl eax, 3
     push eax
-    call operator_new
+    call operator new
     add esp, 4
     mov dword ptr [ebp - 0x5c], eax
     mov ecx, dword ptr [ebp - 0x5c]
     mov dword ptr [ebp - 0x14], ecx
     cmp dword ptr [ebp - 0x14], 0
     jne L_7
     mov eax, 0x8007000e
     jmp L_2
 L_7:
     mov dword ptr [ebp - 0x50], 0
     jmp L_8
 L_10:
     mov edx, dword ptr [ebp - 0x50]
     add edx, 1
     mov dword ptr [ebp - 0x50], edx
 L_8:
     mov eax, dword ptr [ebp - 0x50]
     cmp eax, dword ptr [ebp + 0x24]
     jae L_9
     mov ecx, dword ptr [ebp + 0x28]
@@ -152,87 +152,87 @@
     push ecx
     call dword ptr [eax + 0xc]
     mov dword ptr [ebp - 0x48], eax
     cmp dword ptr [ebp - 0x48], 0
     jge L_11
     cmp dword ptr [ebp - 0x4c], 0
     je L_12
     mov edx, dword ptr [ebp - 0x4c]
     mov eax, dword ptr [edx]
     mov ecx, dword ptr [ebp - 0x4c]
     push ecx
     call dword ptr [eax + 8]
     mov dword ptr [ebp - 0x4c], 0
 L_12:
     cmp dword ptr [ebp - 0x14], 0
     je L_13
     mov edx, dword ptr [ebp - 0x14]
     mov dword ptr [ebp - 0x60], edx
     mov eax, dword ptr [ebp - 0x60]
     push eax
-    call operator_delete
+    call operator delete
     add esp, 4
     mov dword ptr [ebp - 0x14], 0
 L_13:
     mov eax, 0x80004005
     jmp L_2
 L_11:
     cmp dword ptr [ebp - 0x4c], 0
     je L_14
     mov ecx, dword ptr [ebp - 0x4c]
     mov edx, dword ptr [ecx]
     mov eax, dword ptr [ebp - 0x4c]
     push eax
     call dword ptr [edx + 8]
     mov dword ptr [ebp - 0x4c], 0
 L_14:
     cmp dword ptr [ebp - 0x14], 0
     je L_15
     mov ecx, dword ptr [ebp - 0x14]
     mov dword ptr [ebp - 0x64], ecx
     mov edx, dword ptr [ebp - 0x64]
     push edx
-    call operator_delete
+    call operator delete
     add esp, 4
     mov dword ptr [ebp - 0x14], 0
 L_15:
     push 0x34
-    call operator_new
+    call operator new
     add esp, 4
     mov dword ptr [ebp - 0x6c], eax
     mov dword ptr [ebp - 4], 1
     cmp dword ptr [ebp - 0x6c], 0
     je L_16
     mov eax, dword ptr [ebp + 0x28]
     push eax
     mov ecx, dword ptr [ebp - 0x18]
     push ecx
     mov edx, dword ptr [ebp - 0x10]
     push edx
     mov eax, dword ptr [ebp - 0x1c]
     push eax
     mov ecx, dword ptr [ebp - 0x6c]
     call th06::CStreamingSound::CStreamingSound
     mov dword ptr [ebp - 0x78], eax
     jmp L_17
 L_16:
     mov dword ptr [ebp - 0x78], 0
 L_17:
     mov ecx, dword ptr [ebp - 0x78]
     mov dword ptr [ebp - 0x68], ecx
     mov dword ptr [ebp - 4], 0xffffffff
     mov edx, dword ptr [ebp + 8]
     mov eax, dword ptr [ebp - 0x68]
     mov dword ptr [edx], eax
     xor eax, eax
 L_2:
     mov ecx, dword ptr [ebp - 0xc]
     mov dword ptr fs:[0], ecx
     mov ecx, dword ptr [ebp - 0x20]
     xor ecx, dword ptr [ebp + 4]
-    call ___security_check_cookie
+    call __security_check_cookie
     pop edi
     mov esp, ebp
     pop ebp
     ret 0x28
 
 
```

</details>


<details id="th06____csound____csound"><summary><h2>th06::CSound::CSound</h2></summary>

```diff
--- Original
+++ Reimplementation
@@ -1,31 +1,31 @@
     push ebp
     mov ebp, esp
     sub esp, 0xc
     push esi
     mov dword ptr [ebp - 0xc], ecx
     mov eax, dword ptr [ebp - 0xc]
-    mov dword ptr [eax], 0x46c680
+    mov dword ptr [eax], 0x46c68c
     mov ecx, dword ptr [ebp + 0x10]
     shl ecx, 2
     push ecx
-    call operator_new
+    call operator new
     add esp, 4
     mov dword ptr [ebp - 8], eax
     mov edx, dword ptr [ebp - 0xc]
     mov eax, dword ptr [ebp - 8]
